resource,title,author,year,license,licenseUrl,sourcePage,modifications
opening_slide_065,"No Known Restrictions Trading Floor, New York Stock Exchange (Highsmith LOC) (6718386525).jpg",Carol M. Highsmith,2011,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"https://commons.wikimedia.org/wiki/File:No_Known_Restrictions_Trading_Floor,_New_York_Stock_Exchange_(Highsmith_LOC)_(6718386525).jpg","Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_066,Floor of Toronto Stock Exchange 1956.jpg,Chris Lund,1956,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,https://commons.wikimedia.org/wiki/File:Floor_of_Toronto_Stock_Exchange_1956.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_067,"Standard Stock and Mining Exchange trading floor, Toronto.png",The Financial Post,1930,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"https://commons.wikimedia.org/wiki/File:Standard_Stock_and_Mining_Exchange_trading_floor,_Toronto.png","Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_068,Tokyo stock exchange.jpg,Chris 73,2004,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Tokyo_stock_exchange.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_069,Tosho Arrows.jpg,Stéfan,2008,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0/,https://commons.wikimedia.org/wiki/File:Tosho_Arrows.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_070,The Bell of Tokyo Stock Exchange.jpg,Dick Johnson,2011,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,https://commons.wikimedia.org/wiki/File:The_Bell_of_Tokyo_Stock_Exchange.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_071,Tokyo Stock Exchange (6640616109).jpg,Dick Thomas Johnson,2011,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,https://commons.wikimedia.org/wiki/File:Tokyo_Stock_Exchange_(6640616109).jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_072,Boerse Frankfurt inside.jpg,THOMAS~commonswiki,2005,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Boerse_Frankfurt_inside.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_073,Deutsche-boerse-parkett-ffm001.jpg,Dontworry,2008,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Deutsche-boerse-parkett-ffm001.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_074,Bolsa do Café 02.jpg,Fabio Luiz,2007,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0/,https://commons.wikimedia.org/wiki/File:Bolsa_do_Caf%C3%A9_02.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_075,Bolsa do Café 06.jpg,Fernando Mafra,2008,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0/,https://commons.wikimedia.org/wiki/File:Bolsa_do_Caf%C3%A9_06.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_076,SantosCoffeeBourse.JPG,Niels Elgaard Larsen,2008,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,https://commons.wikimedia.org/wiki/File:SantosCoffeeBourse.JPG,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_077,HKEX Hall.JPG,Hk1992,2008,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,https://commons.wikimedia.org/wiki/File:HKEX_Hall.JPG,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_078,Hong Kong Exchange Trade Lobby 2005.jpg,heycreation,2005,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0/,https://commons.wikimedia.org/wiki/File:Hong_Kong_Exchange_Trade_Lobby_2005.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_079,Hong Kong Exchange Trade Lobby 2007.jpg,WiNG,2007,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Hong_Kong_Exchange_Trade_Lobby_2007.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_080,Frankfurt Stock Exchange (Ank Kumar) 09.jpg,Ank Kumar,2015,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Frankfurt_Stock_Exchange_(Ank_Kumar)_09.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_081,HKEx Ceremony Stage.jpg,384,2017,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,https://commons.wikimedia.org/wiki/File:HKEx_Ceremony_Stage.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_082,Bombay stock exchange.jpg,Ajay Tallam,2008,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0/,https://commons.wikimedia.org/wiki/File:Bombay_stock_exchange.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_083,Bombay Stock Exchange 1.jpg,AroundTheGlobe,2011,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Bombay_Stock_Exchange_1.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_084,Bombay Stock Exchange 2.jpg,AroundTheGlobe,2011,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Bombay_Stock_Exchange_2.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_085,The Stock Exchange Mumbai.jpg,AroundTheGlobe,2011,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:The_Stock_Exchange_Mumbai.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_086,SUCHA0376.JPG,Surendra Chaurasiya,2012,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:SUCHA0376.JPG,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_087,Korea exchange.JPG,hyolee2,2012,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Korea_exchange.JPG,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_088,The Source London Stock Exchange.jpg,Kaihsu Tai,2007,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,https://commons.wikimedia.org/wiki/File:The_Source_London_Stock_Exchange.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_089,London Stock Exchange 1509.jpg,Kaihsu Tai,2007,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:London_Stock_Exchange_1509.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_090,London Stock Exchange 1520.jpg,Kaihsu Tai,2007,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:London_Stock_Exchange_1520.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_091,Paternoster Square (1).jpg,Kaihsu Tai,2007,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Paternoster_Square_(1).jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_092,Studio London Stock Exchange.jpg,Kaihsu Tai,2007,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,https://commons.wikimedia.org/wiki/File:Studio_London_Stock_Exchange.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_093,Palais Brongniart Paris.jpg,Pol at French Wikipedia,2004,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Palais_Brongniart_Paris.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_094,P1000579 Paris II Place de la Bourse reductwk.JPG,Mbzt,2011,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:P1000579_Paris_II_Place_de_la_Bourse_reductwk.JPG,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_095,Bourse de Paris 622.JPG,Viault,2011,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Bourse_de_Paris_622.JPG,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_096,Palais Brongniart 1.jpg,besopha,2009,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0/,https://commons.wikimedia.org/wiki/File:Palais_Brongniart_1.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_097,Shanghaistockexchange.jpg,Manuel Pajer,2005,CC BY-SA 2.0 de,https://creativecommons.org/licenses/by-sa/2.0/de/deed.en,https://commons.wikimedia.org/wiki/File:Shanghaistockexchange.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_098,Shanghai Lujiazui 20070630.jpg,WiNG,2007,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Shanghai_Lujiazui_20070630.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_099,Shanghai Stock Exchange Building.jpg,Baycrest,2008,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5/,https://commons.wikimedia.org/wiki/File:Shanghai_Stock_Exchange_Building.jpg,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
opening_slide_100,Shanghai Stock Exchange Building at Pudong.JPG,螺钉,2003,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Shanghai_Stock_Exchange_Building_at_Pudong.JPG,"Converted to sRGB, resized as needed to a maximum 1600 px edge, JPEG recompressed at quality 84, and metadata removed; runtime center-crop may apply."
